"audit_row","bottle","status","peated_id","skipped_fields","reason","source_urls"
"2367","Bowmore Masters' Selection - Edition 4","ADDED — optional facts left blank","B52824","caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | vintageYear | bottlingYear | releaseMonth | releaseDay | caskNumber | outturn","Bottling year, exact release date, cask-strength, color and filtration claims, cask numbers, outturn, malt phenol PPM and flavor profile remain unknown.","https://whiskyauctioneer.com/whisky-lot/5283927/bowmore-aston-martin-masters-selection-21-year-old-edition-4 | https://www.bowmore.com/en-gb/whiskies/aston-martin-masters-selection-21-year-old | https://www.scotchwhiskyauctions.com/auctions/210-the-162nd-auction/784940-bowmore-21-year-old-aston-martin-masters-selection-edition-4/"
"2368","Brora 1977 Rare Malts Selection 24 Year Old","EXISTING — exact bottle verified; no changes","B49672","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/7044041/brora-1977-rare-malts-selection-24-year-old | https://whiskyauctioneer.com/whisky-lot/5283482/brora-1977-rare-malts-selection-24-year-old"
"2369","Bruichladdich 2001 PHD_135 15 Year Old","EXISTING — exact bottle verified; no changes","B3432","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/7043620/bruichladdich-2001-phd135-15-year-old | https://whiskyauctioneer.com/whisky-lot/7043622/bruichladdich-2001-phd135-15-year-old"
"2370","Bruichladdich Links 14 Year Old - The Old Course St. Andrews","EXISTING — identity resolved; catalog concern recorded","Bnull","","Targeted fresh GETs and source-label facts establish the identity. B5295 has the exact Links I / Old Course marketed expression but stores age 12 instead of the label's 14. B18814 stores the correct 14-year age but omits The Old Course. They appear to be duplicate partial records. Do not create or merge in this run. No production write.","https://whiskyauctioneer.com/whisky-lot/7043626/bruichladdich-links-14-year-old-old-course-st-andrews | https://whiskyauctioneer.com/whisky-lot/8213837/bruichladdich-links-14-year-old-old-course-st-andrews"
"2372","Clynelish 1984 SMWS 29 Year Old 26.106 - 'Say it with flowers'","EXISTING — exact bottle verified; no changes","B50309","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/5283705/clynelish-1984-smws-29-year-old-26106-say-it-flowers | https://whiskyauctioneer.com/whisky-lot/5280931/clynelish-1984-smws-29-year-old-26106-say-it-flowers"
"2374","SMWS 71.42 Sinbad preparing for a journey","EXISTING — identity matched; no changes","B50998","noAgeStatement | outturn | caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | bottlingYear | releaseYear | releaseMonth | releaseDay | references","Exact printed Society code, subtitle, age 17, 57.5% and vintage 1998 match B50998. Auction labels and the existing producer image both print 750 bottles. Producer verifies Refill butt and Spicy & Dry; preserve those current values. Complete 66-record Glenburgie inventory reviewed, then the exact Bottle and aliases read fresh. Existing clean producer image verified and retained. No production changes. Identity match only, not full enrichment. Known missing noAgeStatement=false and outturn=750 are saved for a later authenticated patch. USA allocation 150 is not global outturn. Auction gorda wording does not replace producer Refill butt. Bare auction year 2016 is not enough to establish its date meaning. Other listed technical facts remain unknown. Alias list is empty. Protected references returned HTTP 401 and remain unresolved; no reference action was taken.","https://smwsa.com/products/cask-no-71-42 | https://whiskyauctioneer.com/whisky-lot/5283699/glenburgie-1998-smws-17-year-old-7142-sinbad-preparing-journey"
"2377","Glendullan 1972 Rare Malts Selection 23 Year Old","EXISTING — exact bottle verified; no changes","B49694","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/5280618/glendullan-1972-rare-malts-selection-23-year-old | https://whiskyauctioneer.com/whisky-lot/7044045/glendullan-1972-rare-malts-selection-23-year-old"
"2379","Original source missing — Glenfiddich Caoran Reserve Peat Ember candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":40}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2380","Original source missing — Glenfiddich Project XX Experimental Series No. 02 candidate only","SKIPPED — unresolved identity","B3513 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":47}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2381","Original source missing — Glenfiddich 18-year-old Small Batch Reserve candidate only","SKIPPED — unresolved identity","B14103 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: age 18; {""abv"":40} | {""abv"":40}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2382","Original source missing — The Glenlivet Guardians' Chapter Limited Edition candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":48.7}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2383","Original source missing — Glenmorangie 19-year-old Finest Reserve candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":43}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2384","Original source missing — Glenmorangie Madeira Wood Finish candidate only","SKIPPED — unresolved identity","B1205 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""statedAge"":12,""abv"":43}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2385","Original source missing — Glenmorangie Traditional 100° Proof candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":57.2}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2387","Hibiki Japanese Harmony Master's Select - Kacho Fugetsu Limited Edition","ADDED — optional facts left blank","B52827","statedAge | caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | vintageYear | bottlingYear | releaseYear | releaseMonth | releaseDay | maturation | caskNumber | outturn","Release and bottling dates, age, detailed maturation, color and filtration claims, cask numbers, outturn, malt phenol PPM and flavor profile remain unknown.","https://whiskyauctioneer.com/whisky-lot/8212004/hibiki-japanese-harmony-masters-select-limited-edition | https://item.rakuten.co.jp/sakecolle/0080686934066-nb/ | https://figee.ch/en/download-pdf/WJHIHM"
"2388","Original source missing — Kavalan Solist Sherry Cask candidate only","SKIPPED — unresolved identity","B1472 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":57.8}. No source cask number survives for the proposed Kavalan Solist Sherry Cask strength. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2389","Original source missing — Kavalan Solist Vinho Barrique candidate only","SKIPPED — unresolved identity","B1289 (unverified historical candidate)","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":57.1}. No source cask number survives for the proposed Kavalan Solist Vinho Barrique strength. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2390","Original source missing — Lagavulin 12-year-old White Horse Distillers Ltd. candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: {""abv"":43}. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
"2391","Lagavulin 1976 37 Year Old","EXISTING — exact bottle verified; no changes","B4320","","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write.","https://whiskyauctioneer.com/whisky-lot/5271904/lagavulin-1976-37-year-old | https://whiskyauctioneer.com/whisky-lot/7043870/lagavulin-1976-37-year-old"
"2392","Original source missing — Laphroaig Càirdeas Pedro Ximenez Casks - 2021 Release - 58.9% ABV - Cask Strength - Pedro Ximenez Cask candidate only","SKIPPED — unresolved identity","","entire release","No original auction title, lot URL, source image or verified source join survives. All recovered observation sets, the v2 comparison and the source index were checked. Historical candidate notes only: ABV 58.9%; bottled/released 2021. Skip the entire row. The candidate name and facts are clues, not verified bottle data. Do not replay edits, claim a match, create an alias/reference, or add a guessed release. No production write.",""
